Case5;Case6;Case7;Case8;Case9;Case10;Triple
1.0;1.0;1.0;1.0;1.0;1.0; sound captures combination
1.0;1.0;1.0;1.0;1.0;0.0; sound made viper
1.0;1.0;1.0;1.0;1.0;1.0; sounds made species
1.0;0.0;0.0;0.0;0.0;0.0; species imported country
1.0;0.0;0.0;0.0;0.0;0.0; species spreading areas
1.0;1.0;1.0;1.0;0.0;1.0; speech addressing practices
0.0;1.0;1.0;1.0;1.0;1.0; speech caused combustion
1.0;1.0;1.0;1.0;1.0;1.0; speech criticised idea
1.0;1.0;1.0;1.0;1.0;1.0; speech known problems
1.0;1.0;1.0;1.0;1.0;1.0; speech set belief
1.0;1.0;1.0;1.0;1.0;0.0; spike caused glitch
1.0;1.0;1.0;1.0;1.0;1.0; spill caused tanker
1.0;1.0;1.0;1.0;1.0;1.0; spills caused hurricane
0.0;1.0;1.0;1.0;0.0;0.0; squad armed militants
1.0;0.0;1.0;1.0;0.0;0.0; squads battered shots
0.0;0.0;1.0;0.0;0.0;0.0; staff using tools
1.0;1.0;1.0;1.0;1.0;1.0; statement revealed departure
1.0;1.0;1.0;1.0;1.0;1.0; station receives device
1.0;0.0;1.0;1.0;0.0;0.0; statute declared trade
1.0;1.0;1.0;1.0;0.0;0.0; statutes declare policy
1.0;1.0;1.0;1.0;1.0;1.0; steam produced combustion
1.0;0.0;0.0;0.0;0.0;0.0; stone made pot
0.0;0.0;1.0;0.0;0.0;0.0; stone put pot
0.0;0.0;0.0;1.0;0.0;0.0; stories based historical truths
1.0;0.0;0.0;0.0;0.0;0.0; stories featured book
0.0;0.0;0.0;1.0;0.0;0.0; stories spawned prequels
1.0;1.0;1.0;1.0;1.0;1.0; storm caused cancellation
1.0;1.0;1.0;1.0;1.0;1.0; storm generated cold front
1.0;1.0;1.0;1.0;1.0;1.0; storm generated upwelling
1.0;1.0;1.0;1.0;1.0;1.0; storm moving town
1.0;1.0;1.0;1.0;0.0;1.0; story alleging existence
0.0;0.0;1.0;0.0;0.0;1.0; story created students
1.0;0.0;1.0;1.0;0.0;1.0; story tell conquest
1.0;0.0;0.0;0.0;0.0;0.0; storylines narrated chapters
1.0;0.0;1.0;1.0;0.0;0.0; streaks caused particles
1.0;0.0;1.0;1.0;0.0;0.0; streaks see particles
1.0;1.0;1.0;1.0;1.0;1.0; stress caused battles
1.0;1.0;1.0;1.0;1.0;1.0; strike resulted death
1.0;1.0;1.0;1.0;1.0;1.0; struggle caused disturbance
1.0;0.0;1.0;0.0;1.0;0.0; student came solution
1.0;0.0;0.0;0.0;0.0;0.0; student spent application
1.0;1.0;1.0;1.0;1.0;1.0; students enforced violence
1.0;0.0;1.0;0.0;0.0;0.0; studies migrating inquiry
1.0;1.0;1.0;1.0;1.0;1.0; study assessed evaluations
1.0;1.0;1.0;1.0;1.0;1.0; study using evaluations
1.0;1.0;1.0;1.0;0.0;1.0; subject imply implication
0.0;0.0;1.0;1.0;0.0;0.0; substance exported cytoplasm
1.0;0.0;1.0;1.0;0.0;0.0; substance found letter
1.0;1.0;1.0;1.0;1.0;1.0; suffering caused bomb
1.0;1.0;1.0;1.0;1.0;1.0; suffering caused crisis
1.0;1.0;1.0;1.0;1.0;1.0; suffering caused embargo
1.0;1.0;1.0;1.0;1.0;1.0; suffering caused exploitation
1.0;0.0;1.0;1.0;0.0;0.0; supreme court applied amendment
0.0;0.0;1.0;0.0;0.0;0.0; surface divided plates
1.0;0.0;1.0;0.0;0.0;0.0; survivors moved houses
1.0;0.0;1.0;0.0;0.0;0.0; sweetcorn filled cobs
1.0;0.0;1.0;0.0;0.0;0.0; sweetcorn produced cobs
1.0;0.0;1.0;1.0;0.0;0.0; system built modules
1.0;1.0;1.0;1.0;1.0;1.0; system composed glands
1.0;0.0;1.0;0.0;0.0;1.0; system contains antennas
1.0;1.0;1.0;1.0;1.0;1.0; system generating power
1.0;0.0;1.0;1.0;0.0;0.0; system using rig
1.0;0.0;0.0;0.0;0.0;0.0; table serves data
0.0;0.0;1.0;0.0;0.0;0.0; tableau placed room
0.0;1.0;0.0;1.0;0.0;1.0; tail caused solar wind
1.0;1.0;1.0;1.0;1.0;0.0; talent emanated village
1.0;1.0;1.0;1.0;1.0;1.0; tales concerning concerns
1.0;0.0;0.0;0.0;0.0;0.0; talk peacekeeping operations
1.0;0.0;1.0;1.0;0.0;0.0; talk related tricks
1.0;1.0;1.0;1.0;0.0;1.0; talk tackles challenges
0.0;1.0;1.0;1.0;0.0;0.0; talks moving overtime
0.0;0.0;1.0;1.0;0.0;0.0; talks regarding contract
1.0;0.0;0.0;1.0;0.0;0.0; tapir hit hoof
1.0;0.0;0.0;0.0;0.0;0.0; teacher completed book
0.0;0.0;0.0;1.0;0.0;0.0; teacher using literature
1.0;0.0;1.0;1.0;0.0;1.0; teaching experience involves anecdotes
1.0;0.0;1.0;1.0;1.0;1.0; teaching experience telling anecdotes
0.0;0.0;1.0;1.0;0.0;0.0; team assembled team
0.0;0.0;1.0;1.0;0.0;0.0; team includes general counsel
1.0;1.0;1.0;1.0;1.0;1.0; team prevailed brilliance
0.0;0.0;0.0;1.0;0.0;0.0; team travelling territory
0.0;0.0;1.0;0.0;0.0;0.0; tears flown river
1.0;0.0;1.0;0.0;0.0;0.0; technical terms defined glossary section
1.0;0.0;1.0;1.0;0.0;0.0; technician uses in-circuit emulator
1.0;1.0;1.0;1.0;1.0;1.0; technique consists laser
1.0;0.0;1.0;1.0;1.0;1.0; technique heating laser
1.0;1.0;1.0;1.0;0.0;1.0; technique used combination
1.0;1.0;1.0;1.0;1.0;1.0; tension caused fighting
1.0;0.0;1.0;1.0;0.0;1.0; term derived metaphor
1.0;1.0;1.0;1.0;1.0;1.0; term originates expression
0.0;0.0;1.0;0.0;0.0;0.0; terrorists broke jail
1.0;0.0;1.0;1.0;0.0;0.0; test added exam
0.0;1.0;1.0;1.0;0.0;1.0; tests using substance
1.0;0.0;1.0;0.0;0.0;0.0; text handles material
1.0;0.0;1.0;1.0;0.0;0.0; texts relate anecdotes
0.0;0.0;1.0;1.0;0.0;0.0; theory governed exchange
0.0;0.0;1.0;0.0;0.0;0.0; theory sprout journalists
1.0;0.0;1.0;1.0;0.0;1.0; thesis asserted book
0.0;0.0;0.0;1.0;0.0;0.0; thesis defines clinical characteristics
0.0;1.0;1.0;1.0;1.0;1.0; think tank considering issues
1.0;1.0;1.0;1.0;1.0;1.0; ticks caused discomfort
1.0;0.0;1.0;1.0;0.0;0.0; timers booted event
0.0;1.0;0.0;1.0;0.0;0.0; timers started event
1.0;1.0;1.0;1.0;0.0;0.0; title derived quip
0.0;0.0;1.0;1.0;0.0;0.0; tongue stuck canteen
1.0;0.0;1.0;0.0;0.0;0.0; tool designed handles
1.0;0.0;1.0;1.0;1.0;0.0; tools sped process
1.0;1.0;1.0;1.0;1.0;1.0; topic came discussion
1.0;1.0;1.0;1.0;1.0;1.0; topics placed categories
1.0;0.0;0.0;1.0;0.0;0.0; topics related song
0.0;0.0;0.0;0.0;0.0;1.0; train going photographer
1.0;0.0;1.0;1.0;1.0;0.0; transformer driven shield
1.0;1.0;1.0;1.0;0.0;1.0; treaty establishes rule
1.0;1.0;1.0;1.0;0.0;1.0; tree growing woods
1.0;1.0;1.0;1.0;1.0;1.0; trio lit blaze
0.0;0.0;1.0;0.0;0.0;0.0; trio performs artists
0.0;0.0;1.0;1.0;0.0;0.0; troops arrived areas
1.0;0.0;1.0;1.0;0.0;0.0; tsunami missing displacement
1.0;1.0;1.0;1.0;1.0;1.0; tsunami resulted displacement
1.0;1.0;1.0;1.0;1.0;1.0; tsunami triggered earthquake
1.0;0.0;1.0;0.0;0.0;0.0; tube introduced container
1.0;1.0;1.0;1.0;1.0;1.0; turbines generate electricity
0.0;0.0;0.0;1.0;0.0;0.0; tutorial aims musical theory
0.0;0.0;0.0;1.0;0.0;0.0; tutorial summarise musical theory
1.0;0.0;1.0;1.0;0.0;0.0; types introduced sections
1.0;1.0;1.0;1.0;1.0;1.0; ulcer caused stress
1.0;1.0;1.0;1.0;1.0;1.0; ulcers caused infectious agent
1.0;1.0;1.0;1.0;1.0;1.0; user using gestures
1.0;0.0;1.0;1.0;1.0;0.0; vacancy created retirement
0.0;1.0;1.0;1.0;0.0;1.0; valves flows heart
0.0;1.0;1.0;1.0;0.0;0.0; valves make heart
1.0;0.0;1.0;1.0;1.0;0.0; variations caused stratospheric winds
0.0;1.0;1.0;1.0;0.0;1.0; vehicles brought city
1.0;1.0;1.0;1.0;0.0;1.0; verbalizations focused questions
0.0;0.0;1.0;0.0;0.0;0.0; vessels defaced badge
1.0;1.0;1.0;1.0;1.0;1.0; vibrations caused movement
1.0;1.0;1.0;1.0;0.0;0.0; view rooted perspective
1.0;1.0;1.0;1.0;1.0;1.0; virus caused pandemic
1.0;0.0;0.0;1.0;0.0;0.0; virus originated bird
1.0;1.0;1.0;1.0;1.0;1.0; viruses caused infections
1.0;1.0;1.0;1.0;1.0;1.0; visit caused sensation
1.0;1.0;1.0;1.0;1.0;0.0; voltage instigates reaction
0.0;0.0;1.0;1.0;0.0;1.0; volume analyzes concepts
0.0;0.0;1.0;0.0;0.0;0.0; volume presents inscriptions
0.0;0.0;1.0;1.0;0.0;1.0; volume synthesizes understanding
1.0;0.0;1.0;1.0;0.0;0.0; wainwright lathing shapes
1.0;0.0;1.0;1.0;0.0;0.0; wainwright whittling shapes
1.0;0.0;1.0;1.0;0.0;0.0; wainwright worked shapes
1.0;0.0;0.0;0.0;0.0;0.0; wares made potter
1.0;1.0;1.0;1.0;0.0;1.0; water evaporated evaporators
1.0;0.0;0.0;0.0;0.0;0.0; water flowing lakes
1.0;0.0;1.0;0.0;0.0;0.0; water poured river
1.0;0.0;1.0;0.0;0.0;0.0; water put tank
1.0;0.0;1.0;0.0;0.0;0.0; water put well
0.0;0.0;1.0;1.0;0.0;1.0; way peel debate
1.0;1.0;1.0;1.0;1.0;0.0; weather report informed storm conditions
1.0;1.0;1.0;1.0;1.0;1.0; weight caused collapse
1.0;0.0;1.0;1.0;1.0;0.0; wheels revolutionized grinding
1.0;1.0;1.0;1.0;1.0;1.0; wind catch fire
1.0;1.0;1.0;1.0;1.0;1.0; wind caused draft
1.0;1.0;1.0;1.0;1.0;1.0; wind caused fire
1.0;1.0;1.0;1.0;1.0;0.0; wind swirling draft
1.0;1.0;1.0;1.0;1.0;1.0; winds caused moisture
1.0;0.0;0.0;0.0;0.0;0.0; woman taken family
1.0;0.0;0.0;1.0;0.0;0.0; women developed style
1.0;1.0;1.0;1.0;0.0;0.0; word derived term
1.0;0.0;0.0;0.0;0.0;0.0; word derived verb
1.0;0.0;1.0;1.0;0.0;0.0; word descended root
0.0;0.0;0.0;1.0;0.0;1.0; word originates race
1.0;0.0;1.0;1.0;1.0;0.0; words flowed curate
1.0;1.0;1.0;1.0;1.0;1.0; work explored themes
0.0;0.0;1.0;1.0;0.0;1.0; work prepared employee
1.0;1.0;1.0;1.0;1.0;0.0; work started end
1.0;0.0;1.0;1.0;0.0;0.0; workpackage comprise tasks
1.0;0.0;1.0;1.0;0.0;0.0; workpackage following tasks
1.0;0.0;1.0;0.0;0.0;0.0; workshop introduced tools
1.0;0.0;1.0;1.0;0.0;0.0; world created process
1.0;0.0;0.0;0.0;0.0;0.0; world employs animation
1.0;0.0;0.0;0.0;0.0;0.0; world enclosed egg
0.0;0.0;0.0;1.0;0.0;0.0; world live life
0.0;0.0;1.0;1.0;0.0;0.0; writer created series
0.0;0.0;1.0;0.0;0.0;0.0; young left nest
1.0;1.0;1.0;1.0;1.0;1.0;influenza caused virus
Case5;Case6;Case7;Case8;Case9;Case10;Class
